,1,2,3,4,5,6,7,8
1:00,0.7596,0.863,0.3115,0.1019,0.5435,0.663,0.7353,0.3566
2:00,0.7176,0.8422,0.2626,0.1157,0.5478,0.6403,0.7441,0.4108
3:00,0.6076,0.8367,0.2049,0.1463,0.5662,0.579,0.702,0.4105
4:00,0.5614,0.8256,0.1658,0.1739,0.6604,0.4829,0.7012,0.3337
5:00,0.4638,0.7886,0.1642,0.1764,0.6636,0.4555,0.6993,0.3409
6:00,0.3401,0.7769,0.1831,0.1553,0.7129,0.4469,0.6811,0.3315
7:00,0.3106,0.7496,0.1714,0.1233,0.6685,0.4268,0.616,0.3428
8:00,0.334,0.7776,0.2451,0.0563,0.6254,0.3655,0.6447,0.2664
9:00,0.3676,0.8108,0.366,0.0201,0.5596,0.3083,0.6992,0.223
10:00,0.3261,0.7895,0.4383,0.0159,0.5581,0.2355,0.6427,0.1688
11:00,0.2525,0.8518,0.4905,0.009,0.6561,0.0961,0.6175,0.1696
12:00,0.2647,0.8426,0.2967,0.0112,0.6538,0.0921,0.6116,0.1677
13:00,0.3351,0.7939,0.2131,0.0187,0.5802,0.0581,0.6007,0.1277
14:00,0.2681,0.7848,0.132,0.0236,0.4805,0.0418,0.5126,0.0918
15:00,0.3119,0.7645,0.072,0.0289,0.4082,0.0314,0.4325,0.1401
16:00,0.3033,0.7555,0.0916,0.0531,0.391,0.0486,0.3518,0.139
17:00,0.2603,0.7426,0.1158,0.0947,0.4235,0.0773,0.3002,0.136
18:00,0.2576,0.7207,0.1347,0.0978,0.4062,0.082,0.4027,0.1618
19:00,0.2823,0.6973,0.197,0.1177,0.3792,0.133,0.5801,0.2159
20:00,0.3777,0.7755,0.2829,0.127,0.2814,0.127,0.8178,0.3068
21:00,0.4859,0.7918,0.3652,0.1446,0.2505,0.1236,0.884,0.3741
22:00,0.6649,0.7787,0.3303,0.169,0.2381,0.1997,0.8818,0.4004
23:00,0.5791,0.7765,0.4308,0.153,0.3957,0.2921,0.8531,0.4359
24:00,0.5649,0.7297,0.4064,0.2555,0.5783,0.3853,0.8392,0.5218